#_____time conns tot_conn  tot_req      tot_bytes    err thr cps rps Bps bps ttfb(us) ttlb(us)
1674031029   192     8430   833086      181583283      0  20 424.0 42813.0 9332173.0 74657384.0 4482.3 4483.1 
1674031030   192     8838   874655      190643814      0  20 408.0 41569.0 9060531.0 72484248.0 4617.9 4618.9 
1674031031   192     9271   916723      199812891      0  20 432.6 42026.0 9159917.1 73279336.7 4562.2 4563.1 
1674031032   192     9623   952843      207686483      0  20 352.0 36120.0 7873592.0 62988736.0 5313.2 5314.8 
1674031033   192    10043   994719      216813836      0  20 420.0 41876.0 9127353.0 73018824.0 4582.4 4583.1 
1674031034   224    10463  1036550      225931337      0  23 420.0 41831.0 9117501.0 72940008.0 4933.1 4933.9 
1674031035   256    10884  1075938      234516942      0  26 420.6 39348.7 8577028.0 68616223.8 6099.4 6100.2 
1674031036   288    11264  1112779      242548992      0  30 380.0 36841.0 8032050.0 64256400.0 7443.6 7444.5 
1674031037   288    11675  1152983      251313079      0  30 411.0 40204.0 8764087.0 70112696.0 7160.5 7161.4 
1674031038   288    12082  1194031      260260801      0  30 407.0 41048.0 8947722.0 71581776.0 7010.2 7011.0 
1674031039   288    12439  1230166      268138840      0  30 356.6 36098.9 7870168.8 62961350.6 7966.3 7967.5 
1674031040   288    12847  1269262      276661315      0  30 408.0 39096.0 8522475.0 68179800.0 7368.3 7369.1 
1674031041   288    13245  1309796      285497282      0  30 398.0 40534.0 8835967.0 70687736.0 7104.6 7105.4 
1674031042   288    13653  1349831      294224266      0  30 408.0 40035.0 8726984.0 69815872.0 7186.6 7187.4 
1674031043   288    13994  1384420      301765882      0  30 340.7 34554.4 7534081.9 60272655.3 8332.4 8333.4 
1674031044   288    14302  1415145      308465538      0  30 308.0 30725.0 6699656.0 53597248.0 9290.4 9291.2 
1674031045   288    14530  1439254      313724827      0  30 228.0 24109.0 5259289.0 42074312.0 11922.0 11922.7 
1674031046   320    14781  1462744      318849413      0  33 250.7 23466.5 5119466.5 40955732.3 13160.5 13161.1 
1674031047   352    15033  1483663      323415039      0  36 252.0 20919.0 4565626.0 36525008.0 16320.8 16321.5 
1674031048   384    15250  1506622      328425654      0  40 217.0 22959.0 5010615.0 40084920.0 16205.2 16205.8 
1674031049   384    15502  1529949      333515815      0  40 252.0 23327.0 5090161.0 40721288.0 16511.9 16512.6 
1674031050   384    15738  1553941      338750947      0  40 235.8 23968.0 5229902.1 41839216.8 16050.4 16051.1 
1674031051   384    15941  1575375      343429019      0  40 203.0 21434.0 4678072.0 37424576.0 17979.2 17980.2 
1674031052   384    16186  1598464      348467349      0  40 245.0 23089.0 5038330.0 40306640.0 16593.6 16594.3 
1674031053   384    16404  1621580      353511530      0  40 218.0 23116.0 5044181.0 40353448.0 16649.5 16650.1 
1674031054   384    16645  1645328      358693827      0  40 240.8 23724.3 5177119.9 41416959.0 16072.0 16072.7 
1674031055   384    16860  1666376      363287904      0  40 215.0 21048.0 4594077.0 36752616.0 18273.5 18274.2 
1674031056   384    17086  1688981      368220305      0  40 226.0 22605.0 4932401.0 39459208.0 16910.2 16910.8 
1674031057   384    17316  1712001      373243496      0  40 230.0 23020.0 5023191.0 40185528.0 16778.2 16778.8 
1674031058   416    17561  1735357      378340313      0  43 244.8 23332.7 5091725.3 40733802.2 17459.6 17460.3 
1674031059   448    17745  1751773      381923100      0  46 184.0 16416.0 3582787.0 28662296.0 20045.7 20046.3 
1674031060   512    18016  1773353      386634324      0  50 270.7 21558.4 4706517.5 37652139.9 27510.6 27511.2 
1674031061   512    18197  1794397      391230121      0  50 181.0 21044.0 4595797.0 36766376.0 24386.5 24387.1 
1674031062   512    18433  1817276      396224857      0  50 236.0 22879.0 4994736.0 39957888.0 22173.4 22174.2 
1674031063   512    18657  1840162      401221652      0  50 224.0 22886.0 4996795.0 39974360.0 22510.7 22511.4 
1674031064   512    18889  1862865      406177968      0  50 231.8 22680.3 4951364.6 39610917.1 22597.4 22598.0 
1674031065   512    19090  1883209      410621174      0  50 201.0 20344.0 4443206.0 35545648.0 25020.8 25022.0 
1674031066   512    19302  1905566      415501951      0  50 212.0 22357.0 4880777.0 39046216.0 22954.6 22955.1 
1674031067   512    19547  1928607      420532871      0  50 245.0 23041.0 5030920.0 40247360.0 22311.5 22312.2 
1674031068   512    19757  1950754      425368533      0  50 209.8 22124.9 4830831.2 38646649.4 23098.5 23099.1 
1674031069   512    19982  1971644      429929814      0  50 225.0 20890.0 4561281.0 36490248.0 24429.7 24430.9 
1674031070   544    20216  1993064      434606790      0  53 234.0 21420.0 4676976.0 37415808.0 23848.8 23849.6 
1674031071   576    20603  2029190      442488222      0  56 387.0 36126.0 7881432.0 63051456.0 15358.8 15359.6 
1674031072   608    20900  2057976      448770997      0  60 296.7 28757.2 6276498.5 50211988.0 20039.8 20040.6 
1674031073   608    21200  2088166      455364248      0  60 300.0 30190.0 6593251.0 52746008.0 20299.9 20300.8 
1674031074   608    21552  2125415      463492613      0  60 352.0 37249.0 8128365.0 65026920.0 16321.4 16322.2 
1674031075   608    21931  2163260      471750918      0  60 379.0 37845.0 8258305.0 66066440.0 16050.4 16051.2 
1674031076   608    22303  2198165      479369807      0  60 371.6 34870.1 7611277.7 60890221.8 17311.6 17312.7 
1674031077   608    22641  2233477      487077020      0  60 338.0 35312.0 7707213.0 61657704.0 17325.9 17326.9 
1674031078   608    23022  2271559      495385307      0  60 381.0 38082.0 8308287.0 66466296.0 15957.2 15957.9 
1674031079   607    23404  2309168      503591465      0  60 382.0 37609.0 8206158.0 65649264.0 16141.9 16142.8 
1674031080   608    23733  2342277      510821217      0  60 328.7 33075.9 7222529.5 57780235.8 18379.9 18380.9 
1674031081   608    24103  2379428      518927621      0  60 370.0 37151.0 8106404.0 64851232.0 16375.0 16375.8 
1674031082   640    24503  2417074      527142244      0  63 400.0 37646.0 8214623.0 65716984.0 16357.3 16358.1 
1674031083   672    24880  2454379      535284305      0  66 377.0 37305.0 8142061.0 65136488.0 17391.3 17392.1 
1674031084   704    25239  2486775      542362521      0  70 359.0 32396.0 7078216.0 56625728.0 21106.2 21107.2 
1674031085   704    25590  2523619      550409511      0  70 350.6 36807.2 8038951.0 64311608.4 19103.2 19104.2 
1674031086   704    25978  2560767      558522519      0  70 388.0 37148.0 8113008.0 64904064.0 18942.6 18943.5 
1674031087   704    26330  2598132      566682524      0  70 352.0 37365.0 8160005.0 65280040.0 18828.5 18829.4 
1674031088   704    26673  2630847      573832706      0  70 343.0 32715.0 7150182.0 57201456.0 21536.5 21537.4 
1674031089   704    27027  2668265      582003313      0  70 353.6 37380.6 8162444.6 65299556.4 18815.9 18816.7 
1674031090   704    27414  2705432      590121761      0  70 387.0 37167.0 8118448.0 64947584.0 18948.7 18949.5 
1674031091   704    27766  2741308      597959293      0  70 352.0 35876.0 7837532.0 62700256.0 19545.9 19546.7 
1674031092   704    28048  2768219      603838639      0  70 282.0 26911.0 5879346.0 47034768.0 26207.0 26208.1 
1674031093   704    28058  2769444      604106379      0  70 10.0 1225.0 267740.0 2141920.0 288576.3 288577.0 
1674031094   736    28307  2792873      609226920      0  73 249.0 23429.0 5120541.0 40964328.0 45605.4 45606.2 
1674031095   767    28661  2826762      616634980      0  76 353.6 33855.1 7400659.3 59205274.7 22191.3 22192.1 
1674031096   800    29050  2863417      624650819      0  80 389.0 36655.0 8015839.0 64126712.0 21449.7 21450.4 
1674031097   800    29382  2899881      632625473      0  80 332.0 36464.0 7974654.0 63797232.0 21944.4 21945.3 
1674031098   800    29788  2936791      640697110      0  80 406.0 36910.0 8071637.0 64573096.0 21587.9 21588.9 
1674031099   800    30086  2969018      647746843      0  80 297.7 32194.8 7042690.3 56341522.5 24915.0 24916.3 
1674031100   800    30475  3006578      655961133      0  80 389.0 37560.0 8214290.0 65714320.0 21303.5 21304.3 
1674031101   800    30837  3043898      664123473      0  80 362.0 37320.0 8162340.0 65298720.0 21443.5 21444.3 
1674031102   800    31195  3079246      671852137      0  80 358.0 35348.0 7728664.0 61829312.0 22498.7 22499.8 
1674031103   800    31543  3112806      679192475      0  80 347.7 33526.5 7333005.0 58664040.0 23956.5 23957.3 
1674031104   800    31901  3149770      687277001      0  80 358.0 36964.0 8084526.0 64676208.0 21650.0 21651.0 
1674031105   800    32274  3186760      695364303      0  80 373.0 36990.0 8087302.0 64698416.0 21588.3 21589.1 
1674031106   832    32635  3220214      702681278      0  83 361.0 33454.0 7316975.0 58535800.0 24470.4 24471.3 
1674031107   864    32994  3255450      710390045      0  86 358.6 35200.8 7701065.9 61608527.5 24274.8 24275.5 
1674031108   896    33374  3292456      718486479      0  90 380.0 37006.0 8096434.0 64771472.0 23984.0 23984.8 
1674031109   896    33744  3329418      726572610      0  90 370.0 36962.0 8086131.0 64689048.0 24227.9 24228.8 
1674031110   896    34071  3361737      733644187      0  90 327.0 32319.0 7071577.0 56572616.0 27617.3 27618.5 
1674031111   896    34408  3395628      741060001      0  90 336.7 33857.1 7408405.6 59267244.8 26511.8 26512.9 
1674031112   896    34655  3420929      746593223      0  90 247.0 25301.0 5533222.0 44265776.0 35280.4 35281.2 
1674031113   896    34876  3442125      751229952      0  90 221.0 21196.0 4636729.0 37093832.0 41317.4 41318.1 
1674031114   896    35084  3463548      755915754      0  90 208.0 21423.0 4685802.0 37486416.0 41785.5 41786.7 
1674031115   896    35296  3483871      760360871      0  90 211.8 20302.7 4440676.3 35525410.6 44945.0 44945.8 
1674031116   896    35527  3507402      765508925      0  90 231.0 23531.0 5148054.0 41184432.0 37687.3 37688.0 
1674031117   896    35735  3527797      769969988      0  90 208.0 20395.0 4461063.0 35688504.0 44211.5 44212.1 
1674031118   928    35952  3546584      774080458      0  93 217.0 18787.0 4110470.0 32883760.0 49090.9 49091.9 
1674031119   960    36189  3567868      778738277      0  96 236.8 21262.7 4653165.8 37225326.7 44505.0 44505.7 
1674031120  1024    36420  3587542      783044360      0 100 231.0 19674.0 4306083.0 34448664.0 50357.9 50357.3 
1674031121  1024    36593  3607740      787464811      0 100 172.8 20177.8 4416035.0 35328279.7 50259.1 50260.8 
1674031122  1024    36777  3625953      791450617      0 100 183.8 18194.8 3981824.2 31854593.4 55396.3 55397.0 
1674031123  1024    36967  3645444      795716889      0 100 189.8 19471.5 4262010.0 34096079.9 53457.4 53458.1 
1674031124  1024    37168  3663967      799770086      0 100 200.8 18504.5 4049147.9 32393182.8 55429.7 55430.4 
1674031125  1024    37364  3684735      804315745      0 100 195.8 20747.3 4541117.9 36328943.1 49681.1 49682.0 
1674031126  1024    37559  3705923      808954171      0 100 195.0 21188.0 4638426.0 37107408.0 48246.9 48247.6 
1674031127  1024    37732  3721443      812350409      0 100 172.8 15504.5 3392845.2 27142761.2 50780.9 50781.7 
1674031128  1024    37767  3725460      813230334      0 100 35.0 4013.0 879046.0 7032367.6 313569.4 313570.0 
1674031129  1024    37991  3746901      817922904      0 100 223.8 21419.6 4687882.1 37503056.9 47412.3 47413.4 
1674031130  1024    38021  3748979      818376990      0 100 30.0 2075.9 453632.4 3629058.9 - - 
1674031131  1024    38021  3748979      818376990      0 100 0.0 0.0 0.0 0.0 - - 
#======= Percentiles for time-to-first-byte and time-to-last-byte =======
# use $3:$5 $3:$7 with logscale X
# $1     $2      $3         $4       $5         $6       $7
#pctl   tail   invtail   ttfbcnt ttfb(ms)   ttlbcnt ttlb(ms)
10      90     1           15958    20.72     15955    20.72
20      80     1           31895   24.192     31892   24.192
30      70     1           47862   28.144     47861   28.144
40      60     2           63803   35.872     63800   35.872
50      50     2           79707   41.728     79703   41.728
55      45     2           87778     44.8     87777     44.8
60      40     3           95770   50.752     95770   50.752
65      35     3          103772   54.304    103771   54.304
70      30     3          111740    59.04    111740    59.04
75      25     4          119723   66.688    119721   66.688
80      20     5          127664   72.576    127662   72.576
82      18     6          130896   75.968    130896   75.968
84      16     6          134081   80.704    134080   80.704
86      14     7          137272   85.504    137272   85.504
88      12     8          140491   91.264    140491   91.264
90      10     10         143656   99.776    143656   99.776
91      9      11         145283   103.04    145283   103.04
92      8      13         146888   108.16    146888   108.16
93      7      14         148471  111.552    148471  111.552
94      6      17         150077  117.696    150077  117.696
95      5      20         151669  123.648    151669  123.648
95.5    4.5    22         152447  125.504    152446  125.504
96      4      25         153257   128.64    153257   128.64
96.5    3.5    29         154053  133.632    154053  133.632
97      3      33         154870   138.24    154870   138.24
97.5    2.5    40         155659      144    155659      144
98      2      50         156470   154.24    156470   154.24
98.5    1.5    67         157266  167.808    157264  167.808
99      1      100        158062  201.472    158061  201.472
99.1    0.9    111        158227  216.448    158227  216.448
99.2    0.8    125        158385  240.384    158385  240.384
99.3    0.7    143        158546  257.664    158546  257.664
99.4    0.6    167        158706  942.592    158706  942.592
99.5    0.5    200        158864  1074.18    158864  1074.18
99.55   0.45   222        158913  1082.37    158913  1082.37
99.6    0.4    250        158996  1085.44    158996  1085.44
99.65   0.35   286        159076  1087.49    159076  1087.49
99.7    0.3    333        159178   1096.7    159178   1096.7
99.75   0.25   400        159264  1103.87    159264  1103.87
99.8    0.2    500        159325  1110.02    159325  1110.02
99.85   0.15   667        159417  1118.21    159417  1118.21
99.9    0.1    1000       159473  1134.59    159473  1134.59
99.91   0.09   1111       159520  1135.62    159520  1135.62
99.92   0.08   1250       159527  1136.64    159527  1136.64
99.93   0.07   1429       159551  1138.69    159551  1138.69
99.94   0.06   1667       159551  1138.69    159551  1138.69
99.95   0.05   2000       159551  1138.69    159551  1138.69
99.96   0.04   2500       159587  1139.71    159587  1139.71
99.965  0.035  2857       159587  1139.71    159587  1139.71
99.97   0.03   3333       159587  1139.71    159587  1139.71
99.975  0.025  4000       159587  1139.71    159587  1139.71
99.98   0.02   5000       159632   1147.9    159632   1147.9
99.985  0.015  6667       159637  1164.29    159637  1164.29
99.99   0.01   10000      159644  1184.77    159644  1184.77
99.995  0.005  20000      159656  1198.08    159656  1198.08
99.996  0.004  25000      159657  1202.18    159657  1202.18
99.9965 0.0035 28571      159657  1202.18    159657  1202.18
99.997  0.003  33333      159659  1230.85    159659  1230.85
99.9975 0.0025 40000      159659  1230.85    159659  1230.85
99.998  0.002  50000      159659  1230.85    159659  1230.85
99.9985 0.0015 66667      159659  1230.85    159659  1230.85
99.999  0.001  100000     159659  1230.85    159659  1230.85
99.9995 0.0005 200000     159659  1230.85    159659  1230.85
99.9999 0.0001 1000000    159659  1230.85    159659  1230.85
