#_____time conns tot_conn  tot_req      tot_bytes    err thr cps rps Bps bps ttfb(us) ttlb(us)
63 608 714 6714253 1466063225 0 60 0.0 75071.0 16404472.0 131235776.0 9154.8 9154.8
64 608 714 6848070 1495242741 0 60 0.0 133817.0 29179516.0 233436128.0 4300.5 4300.5
65 608 714 7009047 1530343257 0 60 0.0 160816.2 35065450.5 280523604.4 3963.5 3963.5
66 608 714 7148420 1560732855 0 60 0.0 139373.0 30389598.0 243116784.0 4124.0 4124.0
67 608 714 7277562 1588893983 0 60 0.0 129142.0 28161128.0 225289024.0 4967.3 4967.3
68 608 715 7433005 1622786381 0 60 1.0 155443.0 33892398.0 271139184.0 3952.2 3952.2
69 608 718 7533175 1644631576 0 60 3.0 100170.0 21845195.0 174761560.0 5822.1 5822.1
70 608 721 7633211 1666446314 0 60 3.0 99936.1 21792945.1 174343560.4 6265.5 6265.5
71 608 723 7803353 1703541369 0 60 2.0 170142.0 37095055.0 296760440.0 3467.8 3467.8
72 640 757 7937682 1732833429 0 63 34.0 134329.0 29292060.0 234336480.0 4609.5 4609.5
73 672 790 8063791 1760332341 0 66 33.0 125983.0 27471440.6 219771524.5 5271.7 5271.7
74 704 837 8223281 1795105106 14 70 47.0 159490.0 34772765.0 278182120.0 4049.5 4049.5
75 704 842 8348344 1822374323 17 70 5.0 125063.0 27269217.0 218153736.0 5933.6 5933.6
76 704 1382 8491771 1853531355 555 70 540.0 143427.0 31157032.0 249256256.0 4828.5 4828.5
77 704 1384 8685464 1895761627 556 70 2.0 193693.0 42230272.0 337842176.0 3733.0 3733.0
78 704 1385 8832606 1927846321 556 70 1.0 146995.0 32052641.4 256421130.9 4580.2 4580.2
79 704 1385 8980531 1960102169 556 70 0.0 147925.0 32255848.0 258046784.0 4851.5 4851.5
80 704 1386 9110394 1988418935 556 70 1.0 129863.0 28316766.0 226534128.0 5508.5 5508.5
81 704 1390 9281056 2025629606 557 70 4.0 170662.0 37210671.0 297685368.0 4092.4 4092.4
82 704 1391 9436600 2059544835 557 70 1.0 155544.0 33915229.0 271321832.0 4362.6 4362.6
83 704 1394 9637548 2103356640 557 70 3.0 200948.0 43811805.0 350494440.0 3677.9 3677.9
84 736 1427 9778977 2134202693 557 73 33.0 141287.7 30815237.8 246521902.1 5024.5 5024.5
85 768 1461 9931576 2167486904 557 76 34.0 152599.0 33284211.0 266273688.0 4911.8 4911.8
86 800 1494 10075339 2198844944 557 80 33.0 143763.0 31358040.0 250864320.0 5412.4 5412.4
87 800 1495 10226617 2231841312 557 80 1.0 151278.0 32996368.0 263970944.0 5324.3 5324.3
88 800 1496 10395826 2268749554 557 80 1.0 169209.0 36908242.0 295265936.0 4759.9 4759.9
89 800 1496 10558706 2304278394 557 80 0.0 162880.0 35528840.0 284230720.0 4924.4 4924.4
90 800 1498 10717701 2338959878 557 80 2.0 158836.2 34646837.2 277174697.3 5039.6 5039.6
91 800 1500 10875894 2373466652 557 80 2.0 158193.0 34506774.0 276054192.0 5043.7 5043.7
92 800 1503 11034901 2408150344 557 80 3.0 159007.0 34683692.0 277469536.0 5035.4 5035.4
93 800 1510 11178704 2439519499 557 80 7.0 143803.0 31369155.0 250953240.0 5501.5 5501.5
94 800 1513 11332842 2473142515 557 80 3.0 154138.0 33623016.0 268984128.0 5150.9 5150.9
95 800 1516 11483843 2506081645 557 80 3.0 150850.1 32906223.8 263249790.2 5299.4 5299.4
96 832 1549 11633356 2538696374 557 83 33.0 149513.0 32614729.0 260917832.0 5509.1 5509.1
97 864 1588 11784951 2571762655 563 86 39.0 151595.0 33066281.0 264530248.0 5447.1 5447.1
98 896 1622 11931708 2603774783 565 90 34.0 146757.0 32012128.0 256097024.0 6043.3 6043.3
99 896 1630 12086896 2637626161 566 90 8.0 155033.0 33817560.4 270540483.5 5927.1 5927.1
100 896 1636 12227278 2668248602 566 90 6.0 140382.0 30622441.0 244979528.0 6312.6 6312.6
101 896 1636 12357528 2696660403 566 90 0.0 130250.0 28411801.0 227294408.0 6937.8 6937.8
102 896 1637 12501753 2728121510 566 90 1.0 144225.0 31461107.0 251688856.0 6256.9 6256.9
103 896 1638 12666194 2763990456 566 90 1.0 164441.0 35868946.0 286951568.0 5419.7 5419.7
104 896 1640 12807641 2794845436 566 90 2.0 141305.7 30824155.8 246593246.8 6307.4 6307.4
105 896 1641 12878890 2810439847 566 90 1.0 71249.0 15594411.0 124755288.0 11862.0 11862.0
106 896 1641 12886117 2812115788 566 90 0.0 7227.0 1675941.0 13407528.0 114109.3 114109.3
107 896 1641 12891352 2813356446 566 90 0.0 5229.8 1239418.6 9915348.7 165393.2 165393.2
108 928 1673 12894108 2814055894 566 93 32.0 2756.0 699448.0 5595584.0 308640.6 308640.6
109 960 1705 12896409 2814655140 566 96 32.0 2298.7 598647.4 4789178.8 397436.5 397436.5
110 1023 1768 12898602 2815232029 566 100 62.9 2190.8 576312.7 4610501.5 449055.2 449055.2
111 1024 1769 12900644 2815774411 566 100 1.0 2040.0 541840.2 4334721.3 495766.7 495766.7
112 1024 1769 12902450 2816263559 566 100 0.0 1806.0 489148.0 3913184.0 532050.8 532050.8
113 1024 1769 12904282 2816763348 566 100 0.0 1830.2 499289.7 3994317.7 551595.8 551595.8
114 1024 1769 12906015 2817237229 566 100 0.0 1731.3 473407.6 3787260.7 598880.9 598880.9
115 1024 1769 12907745 2817714591 566 100 0.0 1728.3 476885.1 3815080.9 574978.4 574978.4
116 1024 1769 12909457 2818187457 566 100 0.0 1710.3 472393.6 3779148.9 611578.8 611578.8
117 1024 1769 12910995 2818615431 566 100 0.0 1536.5 427546.5 3420371.6 640737.7 640737.7
118 1024 1769 12912517 2819046830 566 100 0.0 1520.5 430968.0 3447744.3 649309.6 649309.6
119 1024 1769 12914019 2819470467 566 100 0.0 1500.5 423213.8 3385710.3 664536.2 664536.2
120 1024 1769 12915900 2819927288 566 100 0.0 1879.1 456364.6 3650917.1 - -
121 835 1769 12915923 2819933241 566 100 0.0 23.0 5947.1 47576.4 - -
